channelId,period,chats,memberChats,uniqueChatters,uniqueMembers,nonMemberPercentage
UCZszUCQMhWNVMxp6CSoyWoA,2022-06,86474,28683,1848,143,92.26190476190477
UCZwsOhl_T0k2Sgf7S3JReNQ,2022-06,13243,8008,248,42,83.06451612903226
UC_4UpVnvdG53p3b9VKqTFPQ,2022-06,14943,10813,359,59,83.56545961002786
UC_4tXjqecqox5Uc05ncxpxg,2022-06,203256,122919,6314,910,85.58758314855875
UC_82HBGtvwN1hcGeOGHzUBQ,2022-06,41166,26294,1396,268,80.80229226361033
UC_GCs6GARLxEHxy1w40d6VQ,2022-06,1942,541,414,84,79.71014492753623
UC_HrzgYmapddmGSfn2UMHTA,2022-06,20133,9794,843,130,84.57888493475683
UC_T1YqknD5yrpVlupc-ZXzg,2022-06,5380,3929,465,114,75.48387096774194
UC_UqaRNrLcaL4fp2IAPV0OQ,2022-06,75840,63467,1879,517,72.48536455561468
UC_WOBIopwUih0rytRnr_1Ag,2022-06,75873,51300,1186,244,79.42664418212479
UC_hjHmi-ODGhHlSzD16p5Pw,2022-06,165886,120628,1750,438,74.97142857142856
UC_kJ27jGTWYniW-Xy3Ms5Cw,2022-06,9674,8421,121,71,41.32231404958678
UC_qi1eL89fBGLtkDH70kDDg,2022-06,15812,7939,682,78,88.56304985337243
UC_rlc0K8Yj0KQ5ApK0Z7uew,2022-06,2343,0,492,0,100.0
UC_soGpcb7SORsk5yzHLMdTQ,2022-06,184762,119107,4919,1719,65.05387273836145
UC_vMYWcDjmfdpH6r4TTn1MQ,2022-06,584702,472898,25798,7765,69.9007675013567
UC_xpCnfLvFtbKIVSm-cJX0w,2022-06,21831,11954,537,88,83.61266294227188
UCa5g-Q_NT2COXiSS55bwXVQ,2022-06,14215,12285,237,110,53.58649789029536
UCa9Y57gfeY0Zro_noHRVrnw,2022-06,493074,310413,14453,2386,83.49131668165779
UCa9wTL0z_iNN13n4G5VmbJg,2022-06,158,0,21,0,100.0
UCaCtb_IV8QQDeDkVmvb4cAw,2022-06,2114,800,253,32,87.35177865612648
UCabMjG8p6G5xLkPJgEoTnDg,2022-06,46917,0,605,0,100.0
UCafG1bj6Qtcbn4bozcicWfA,2022-06,48845,40700,1304,396,69.6319018404908
UCahgMxSIQ2zIRrPKhM6Mjvg,2022-06,282080,77460,17241,633,96.328519227423
UCajhBT4nMrg3DLS-bLL2RCg,2022-06,105868,46175,3632,562,84.52643171806167
UCaksHmr89krw-g9EaktdjBw,2022-06,18865,1261,464,11,97.62931034482759
UCanL5ykFgPlyLtY9A2g1ayQ,2022-06,2313,306,139,8,94.24460431654677
UCaqZ6JrBEITeUBjYL9kIffg,2022-06,175,98,46,16,65.21739130434783
UCatSdbBdnsXgFpCyhJ7jYGg,2022-06,8026,6823,300,71,76.33333333333333
UCaum0e1MVZF69boluxgA0Bg,2022-06,21140,12224,1193,225,81.13998323554065
UCb0FJKE6EFtPlwYHl1CNfWA,2022-06,8315,3693,278,36,87.05035971223022
UCb5JxV6vKlYVknoJB8TnyYg,2022-06,103918,0,7548,0,100.0
UCb6ObE-XGCctO3WrjRZC-cw,2022-06,106295,29335,6804,275,95.95825984714874
UCbBLqA4HRowpj2JuLrkig5w,2022-06,55763,39855,1776,308,82.65765765765765
UCbEkHjG43yPMGq5W08jq1TQ,2022-06,7368,4499,504,134,73.4126984126984
UCbRJ83DuTqan2g0e7R4Ve-w,2022-06,58,0,14,0,100.0
UCbT_hixd5zKuuuOk6vt3zCA,2022-06,6130,3391,155,27,82.58064516129032
UCbXXdwEVbVbXhosYKn0am6A,2022-06,10566,5272,533,56,89.49343339587243
UCbc8fwhdUNlqi-J99ISYu4A,2022-06,83220,48052,3188,459,85.60225846925972
UCbfv8uuUXt3RSJGEwxny5Rw,2022-06,4177,1882,633,133,78.98894154818325
UCbi3MM5-QP4MY1YkWfv4UJA,2022-06,19336,9963,398,66,83.41708542713567
UCc3O5e6sfQcxJi_BLkZA5Zg,2022-06,6770,0,1041,0,100.0
UCc5bWVuWyL74ngKNjm49hdw,2022-06,13258,10942,450,199,55.77777777777778
UCc88OV45ICgHbn3ZqLLb52w,2022-06,47137,0,2309,0,100.0
UCcQsDietWkYakBKbGpCaeLA,2022-06,167058,140303,1694,616,63.63636363636363
UCcd4MSYH7bPIBEUqmBgSZQw,2022-06,34142,22173,1153,451,60.884648742411095
UCckQQRZVF9x2GjroBjNIX_Q,2022-06,34600,18579,1242,109,91.22383252818037
UCckdfYDGrjojJM28n5SHYrA,2022-06,1261247,777343,64894,7305,88.74318118778315
UCcpgDsHDYHO1UyfpwjyNx1g,2022-06,12755,0,570,0,100.0
UCcqCHOzqi5c0j1tBd0h5j2Q,2022-06,69594,21416,2012,170,91.5506958250497
UCdMpGhtL9oK8EYolTt8v4uQ,2022-06,10343,0,426,0,100.0
UCdNBhcAohYjXlUVYsz8X2KQ,2022-06,27360,0,376,0,100.0
UCdUpvKm_lTc9w9fy7HdrR9g,2022-06,55449,42596,806,226,71.96029776674938
UCdVOby6CAPrKCiJBoxUYQ5g,2022-06,143705,2845,14455,59,99.59183673469387
UCdfMHxjcCc2HSd9qFvfJgjg,2022-06,46566,0,2432,0,100.0
UCdn5BQ06XqgXoAxIhbqw5Rg,2022-06,879308,678392,35080,7307,79.17046750285063
UCdpUojq0KWZCN9bxXnZwz5w,2022-06,384528,159009,15359,869,94.34207956247151
UCdr7nq_t1tm9Fwg1kopmusA,2022-06,1372,0,53,0,100.0
UCdrQWcX7XLDSUEh9SAxnyBg,2022-06,16671,7233,470,31,93.40425531914893
UCdureux7B_V-xhM7tYImASQ,2022-06,17664,8226,776,132,82.9896907216495
UCdyqAaZDKHXg4Ahi7VENThQ,2022-06,598637,436525,20283,4226,79.16481782773751
UCe22Bcwd_GCpTjLxn83zl7A,2022-06,248571,0,5644,0,100.0
UCeGendL8CO5RkffB6IFwHow,2022-06,61577,31753,3612,373,89.6733111849391
UCeK9HFcRZoTrvqcUCtccMoQ,2022-06,60685,29683,1784,125,92.99327354260089
UCeLzT-7b2PBcunJplmWtoDg,2022-06,554070,342593,7399,1028,86.10623057169889
UCeShTCVgZyq2lsBW9QwIJcw,2022-06,112512,48554,6504,464,92.8659286592866
UCe_p3YEuYJb8Np0Ip9dk-FQ,2022-06,8308,4630,819,157,80.83028083028083
UCe_vSZivfbWX2v7LjIvWgJg,2022-06,8622,4194,430,89,79.30232558139535
UCebT4Aq-3XWb5je1S1FvR_A,2022-06,10808,4037,885,124,85.98870056497175
UCeqIMtLuGc3YgwkhEaG8oDg,2022-06,41188,25198,1018,176,82.71119842829077
UCerH0KOGyPaC5WueExiicZQ,2022-06,102952,70675,781,149,80.92189500640204
UCerkculBD7YLc_vOGrF7tKg,2022-06,115638,71668,3299,443,86.57168839042134
UCevD0wKzJFpfIkvHOiQsfLQ,2022-06,27100,19935,840,106,87.38095238095238
UCf-PcSHzYAtfcoiBr5C9DZA,2022-06,37079,0,2029,0,100.0
UCf57-IJn5mUJDyqd9uNEmrg,2022-06,16863,0,675,0,100.0
UCf5X1k-R3Vk-2OYYKraJ7dQ,2022-06,19594,14569,382,63,83.50785340314137
UCfBkUgaJ6eqYA9_TX2cmq9A,2022-06,5801,0,329,0,100.0
UCfPwtmjVXsByl4z8TT32Lbg,2022-06,7484,5549,348,54,84.48275862068965
UCfQVs_KuXeNAlGa3fb8rlnQ,2022-06,91720,58947,2266,234,89.67343336275376
UCfZofhrZ4pxCESrcs5m5NJg,2022-06,27397,15651,1278,156,87.79342723004694
UCfcizLIjD-OMeWbdeC8UPUw,2022-06,30,16,15,4,73.33333333333333
UCfeznQrLe9URem6xJmWQVlw,2022-06,42788,11681,916,73,92.03056768558952
UCfhzPS_rZHHJ3AEQyIVm_gA,2022-06,13150,0,238,0,100.0
UCfiK42sBHraMBK6eNWtsy7A,2022-06,31958,23497,632,167,73.57594936708861
UCfipDDn7wY-C-SoUChgxCQQ,2022-06,170945,59036,4847,319,93.4186094491438
UCfiy-dr0s1O6LJRV6KHomLw,2022-06,13292,2811,589,83,85.90831918505943
UCfki3lMEF6SGBFiFfo9kvUA,2022-06,77017,22180,4318,355,91.77860120426124
UCflNPJUJ4VQh1hGDNK7bsFg,2022-06,4322,2583,148,46,68.91891891891892
UCfol9ZU2HpEajyBDj-EbiOQ,2022-06,20050,7463,1625,29,98.21538461538462
UCfrWoRGlawPQDQxxeIDRP0Q,2022-06,7941,0,1399,0,100.0
UCftJR3Qm0LyEuEQue1QYytA,2022-06,10554,8630,498,133,73.29317269076306
UCfuz6xYbYFGsWWBi3SpJI1w,2022-06,12112,0,663,0,100.0
UCfwAKc_vwVTzTcm1wki8oHg,2022-06,1,0,1,0,100.0
UCg53fzp6UNYvsyAg8UoNXCA,2022-06,86086,49122,3059,348,88.62373324615888
UCg63a3lk6PNeWhVvMRM_mrQ,2022-06,58999,25080,2434,124,94.90550534100247
UCg7sW-h1PUowdiR5K4HlBew,2022-06,42558,28172,1487,320,78.4801613987895
UCg9_f0eR1KuqAb86Lj7xNew,2022-06,3435,290,297,16,94.61279461279462
UCgA2jKRkqpY_8eysPUs8sjw,2022-06,196645,86554,11925,706,94.0796645702306
UCgIfLpQvelloDi8I0Ycbwpg,2022-06,1624788,0,88222,0,100.0
UCgM1sly6rnxqWe8GLbceEag,2022-06,23821,0,768,0,100.0
UCgRqGV1gBf2Esxh0Tz1vxzw,2022-06,67068,0,1420,0,100.0
UCgTzsBI0DIRopMylJEDqnog,2022-06,15428,8889,1288,213,83.46273291925466
UCgYCMluaLpERsyNXlPOvBtA,2022-06,174438,73173,8537,794,90.69930889071102
UCge_6FJHyeOCxRtWCmaVTAQ,2022-06,4526,0,1127,0,100.0
UCghSSXNbZRmPAv3UaS8g21A,2022-06,2495,0,61,0,100.0
UCgmFrRcyH7d1zR9sIVQhFow,2022-06,406948,303633,12273,3056,75.0998125967571
UCgmPnx-EEeOrZSg5Tiw7ZRQ,2022-06,350328,176956,21668,2343,89.18681927266014
UCgttI8QfdWhvd3SRtCYcJzw,2022-06,46028,38238,1696,346,79.59905660377359
UCgvvc17ledruv4HHFfyoU1A,2022-06,80711,42569,1136,143,87.41197183098592
UCgwJ4ReZqFOw_Y6eTEIunDQ,2022-06,51157,5116,6322,247,96.09300854160075
UCh03lxwbX8zXkeGyOMZJ9Ow,2022-06,39455,15731,2070,123,94.05797101449276
UChAOCCFuF2hto05Z68xp56A,2022-06,540,0,97,0,100.0
UChAnqc_AY5_I3Px5dig3X1Q,2022-06,386006,255502,20724,4274,79.37656823007141
UChJ5FTsHOu72_5OVx0rvsvQ,2022-06,454024,186851,24455,3004,87.71621345328154
UChLfthKoUV502J7gU9STArg,2022-06,175526,71908,16007,711,95.55819329043544
UChMPicpTxVNAMOmz7fQEVpA,2022-06,15316,13920,242,57,76.44628099173553
UChN7P9OhRltW3w9IesC92PA,2022-06,3905,1594,112,13,88.39285714285714
UChSvpZYRPh0FvG4SJGSga3g,2022-06,38820,30308,1207,358,70.33968516984258
UChUJbHiTVeGrSkTdBzVfNCQ,2022-06,152990,59469,8744,867,90.08462946020128
UChXm-xAYPfygrbyLo2yCASQ,2022-06,51000,41582,693,197,71.57287157287158
UChbnRHntm3eSvUazYBjy6_Q,2022-06,3661,978,528,46,91.28787878787878
UChgPVLjqugDQpRLWvC7zzig,2022-06,16311,705,3149,44,98.60273102572246
UChgTyjG-pdNvxxhdsXfHQ5Q,2022-06,350161,215378,16389,1139,93.05021660870095
UChiMMOhl6FpzjoRqvZ5rcaA,2022-06,11950,0,277,0,100.0
UChrTMfNcD1eN2ENGWBD7lUQ,2022-06,148405,62849,11740,814,93.0664395229983
UCiAONpBlBxxtKD4YE6K-ckw,2022-06,72188,0,3038,0,100.0
UCiLt4FLjMXszLOh5ISi1oqw,2022-06,35285,26742,824,179,78.27669902912622
UCiMG6VdScBabPhJ1ZtaVmbw,2022-06,69983,27202,5523,284,94.85786710121312
UCiQGM9nz7JMp14HJtSVwmkQ,2022-06,30165,4964,3508,119,96.60775370581528
UCiSRx1a2k-0tOg-fs6gAolQ,2022-06,564,317,141,49,65.24822695035462
UCigpSsgPbdCxXtbfGksFIYQ,2022-06,2288,0,74,0,100.0
UCijNnZ-6m8g85UGaRAWuw7g,2022-06,2543,734,333,26,92.1921921921922
UCikyhPyuEu3rn1izGOGxZcg,2022-06,60698,32476,2008,236,88.24701195219123
UCil-nSDmDTgV9n4jjb95znw,2022-06,1209,0,54,0,100.0
UCim0N3tvLijU_I3jbJeJV8g,2022-06,22483,1869,3412,282,91.73505275498242
UCiqHlJh_i0z3PUadvlcWpEg,2022-06,432,101,24,9,62.5
UCiqtXLBjDT6TRLhetkqO4nA,2022-06,30663,8954,1396,61,95.63037249283668
UCivDgaCAh7WPBoKA24WNwJQ,2022-06,24187,10764,883,118,86.63646659116648
UCixf-9nmnPzTGeJTdW6TS-Q,2022-06,14804,0,269,0,100.0
UCj6ZvZqDJsrwBal-5R_q1ZQ,2022-06,599,0,55,0,100.0
UCjFu-9GHnabzSFRAYm1B9Dw,2022-06,15518,3487,974,40,95.89322381930184
UCjLEmnpCNeisMxy134KPwWw,2022-06,1728264,565124,126595,5138,95.941387890517
UCjQxLH9yqYXowVtH7a-6L-Q,2022-06,1584,867,188,22,88.29787234042553
UCjQyHnE_Q58jYTaP8gRHv4g,2022-06,9742,0,1213,0,100.0
UCjXBuHmWkieBApgBhDuJMMQ,2022-06,87830,50095,6347,688,89.1602331810304
UCjXJYPsKxoJyc-1RPB6dSyw,2022-06,26796,14377,1367,203,85.14996342355523
UCj_KuUzpOXAliYEesJwdrbw,2022-06,349442,42837,10621,398,96.25270690142172
UCj_dHWD0o2k_Ef4lwcXd0Iw,2022-06,4752,732,100,7,93.0
UCjbtwMOGYuSp_o11omDXUQQ,2022-06,724,90,167,21,87.42514970059881
UCjlmCrq4TP1I4xguOtJ-31w,2022-06,177130,67693,13664,1023,92.51317330210773
UCjtEttSHpJacfd7a6fc4VXQ,2022-06,33536,4462,2789,50,98.20724273933308
UCjv4bfP_67WLuPheS-Z8Ekg,2022-06,115718,81423,6217,1620,73.942415956249
UCk--7D107cvb6PKqAiAK5uQ,2022-06,17959,13295,930,280,69.89247311827957
UCk0dNVAdlgn4ynURwAq_z2A,2022-06,511,124,69,13,81.15942028985508
UCk1qKLPaznd5gnKms-2XHaA,2022-06,1005,0,94,0,100.0
UCk5r533QVMgJUdWwqegH2TA,2022-06,36379,22268,1830,198,89.18032786885246
UCk7UMlCJ6dlluad9GLKhHzg,2022-06,2783,0,97,0,100.0
UCkEcY4RbLYs2AF45nhkyjtw,2022-06,48317,30476,1876,214,88.59275053304904
UCkIimWZ9gBJRamKF0rmPU8w,2022-06,261089,138773,9261,797,91.39401792463016
UCkJ64W0J7R0zCSAsZfRIhVQ,2022-06,49494,0,1057,0,100.0
UCkJYa9mVS25eHOO9bM7YK3Q,2022-06,3477,3198,642,550,14.330218068535824
UCkL9OLKjIQbKk2CztbpOCFg,2022-06,18467,0,1125,0,100.0
UCkPIfBOLoO0hVPG-tI2YeGg,2022-06,114494,75864,3421,585,82.89973691902952
UCkT1u65YS49ca_LsFwcTakw,2022-06,173609,0,3331,0,100.0
UCkieJGn3pgJikVW8gmMXE2w,2022-06,116785,36023,13009,1003,92.28995310938582
UCkkdEmzZHMp9xqs_F7v1EQQ,2022-06,56993,22415,933,137,85.31618435155413
UCkngxfPbmGyGl_RIq4FA3MQ,2022-06,162685,66916,7310,529,92.76333789329685
UCkpqb53xiOvOgNYEbNpFSyw,2022-06,59061,45797,948,328,65.40084388185655
UCl-3q6t6zdZwgIsFZELb7Zg,2022-06,121580,101170,1238,441,64.37802907915994
UCl1oLKcAq93p-pwKfDGhiYQ,2022-06,19283,13440,733,147,79.94542974079127
UClMEozXfSVOS3xcF2ZQJqfw,2022-06,3715,0,143,0,100.0
UClS6k3w1sPwlVFqK3-yID5A,2022-06,9849,5488,755,124,83.57615894039735
UClV7gDF9sUzu4jJCK7rCYkQ,2022-06,29644,25288,356,162,54.49438202247191
UCle1cz6rcyH0a-xoMYwLlAg,2022-06,18637,10016,753,246,67.33067729083665
UCllKI7VjyANuS1RXatizfLQ,2022-06,89151,57566,3890,729,81.25964010282777
UClpOEZoIYhxIY6n5NNGaPbA,2022-06,1987,0,348,0,100.0
UClqZm49qdCGaV96s2ZN9--Q,2022-06,15359,0,793,0,100.0
UClxHGWFGOA-Mt0It-kQZAdQ,2022-06,3650,0,303,0,100.0
UClxrt4pRmaqQnSlDii3EJBQ,2022-06,44633,0,1056,0,100.0
UClzpoRto1BJXaRGe9OkkGLQ,2022-06,52458,6701,2755,53,98.07622504537206
UCmB1E78Kdgd9z6hN3ONRKow,2022-06,41485,32108,1044,394,62.26053639846744
UCmEehAwjzjAk1cwPP9DOaHw,2022-06,35986,24397,734,243,66.89373297002726
UCmT0aSHuf-tb8UsvARLEjgg,2022-06,5179,3356,149,42,71.81208053691275
UCmUjjW5zF1MMOhYUwwwQv9Q,2022-06,5476,2564,656,127,80.64024390243902
UCmVomBV_EV5WpXhlyqBXUww,2022-06,14672,10739,599,87,85.47579298831386
UCmWqYB6y8gSfPONWGspuOWQ,2022-06,31,9,19,3,84.21052631578947
UCmYO-WfY7Tasry4D1YB4LJw,2022-06,52362,39576,665,172,74.13533834586467
UCmZ1Rbthn-6Jm_qOGjYsh5A,2022-06,622220,435639,11360,1761,84.49823943661971
UCmZA7XRRzmxhM4jPltZX1Zg,2022-06,18938,4923,2493,62,97.51303650220618
UCmaDYcJHNFrZ5Owuz-KM-Jw,2022-06,18531,8244,341,24,92.96187683284457
UCmalrXbCEmevDLz7hny5J2A,2022-06,73084,28044,1311,233,82.22730739893211
UCmbs8T6MWqUHP1tIQvSgKrg,2022-06,879914,563405,34626,4394,87.31011378732744
UCmeyo5pRj_6PXG-CsGUuWWg,2022-06,3872,1221,542,50,90.7749077490775
UCmhtmUBjkXOAetnaDq-XJ1g,2022-06,7937,7207,533,304,42.964352720450286
UCmovZ2th3Sqpd00F5RdeigQ,2022-06,353808,0,11013,0,100.0
UCmqrvfLMws-GLGHQcB5dasg,2022-06,12829,4921,494,80,83.80566801619433
UCmsVyDQB_lJTRIGMlnziK-w,2022-06,3932,0,260,0,100.0
UCmxAWbOvT8osBX_tGMVFVPA,2022-06,88087,63199,1284,202,84.26791277258567
UCmyc8eVR3G9A7hjaHsLR6NQ,2022-06,53171,45304,1722,599,65.21486643437862
UCn14Z641OthNps7vppBvZFA,2022-06,1313,772,91,23,74.72527472527473
UCn3HVGEh-uMStdkcSL6g7TA,2022-06,740,0,40,0,100.0
UCnBDyZSm1S2UFwgzCyIbCQg,2022-06,26312,0,1732,0,100.0
UCnDZwUFMzqOBcF3bjRfZD-g,2022-06,8990,0,362,0,100.0
UCnRQYHTnRLSF0cLJwMnedCg,2022-06,19177,3412,2006,168,91.62512462612163
UCnTwPSKk1bOaQ8D95m2SwaQ,2022-06,2748,751,255,23,90.98039215686275
UCnUhgh7rNaLnvmya--q0pCw,2022-06,15200,8507,206,68,66.99029126213593
UCnVbtCwr-5LXxUlGxsgD7sQ,2022-06,1998,0,624,0,100.0
UCnYhIk9aGEx_bIgheVjs53w,2022-06,22591,12324,1264,161,87.2626582278481
UCnZUaScptUZ7vBeV-4Vf4nw,2022-06,90934,56660,2714,448,83.49299926308032
UCnbNzG6tecF6BAdhuv_Tipg,2022-06,26827,0,511,0,100.0
UCndWeMfiDIQs-o18GJPwETA,2022-06,91496,52808,3529,232,93.42589968829697
UCng1cLWRDtsCy-CeGzfa1jw,2022-06,9750,4271,642,88,86.29283489096574
UCnqDxEcVsvt7WpDy0px1HgA,2022-06,3486,1188,455,37,91.86813186813187
UCnvVG9RbOW3J6Ifqo-zKLiw,2022-06,143877,76555,6290,880,86.00953895071542
UCnzZmBOSrQf2wDBbnsDajVw,2022-06,12801,7279,586,82,86.00682593856655
UCo2N7C-Z91waaR6lF3LL_jw,2022-06,513181,360806,15390,2647,82.80051981806368
UCo5pboqAxtr5gOFSDBGD09w,2022-06,7183,4041,232,49,78.87931034482759
UCo7TRj3cS-f_1D9ZDmuTsjw,2022-06,73858,54329,3473,661,80.96746328822344
UCoAw3SML_09dF-7yhQU8wFQ,2022-06,41617,28907,835,185,77.84431137724552
UCoFEbNyIRUS26-hf2AucwFw,2022-06,15099,13659,299,110,63.21070234113713
UCoJ0Ct-jdas4cLPpSp06gZg,2022-06,18331,7240,1019,50,95.09322865554465
UCoM_XmK45j504hfUWvN06Qg,2022-06,16725,10257,865,213,75.3757225433526
UCoS1_Fn4xDeyCYjIgQJOHGg,2022-06,9126,0,267,0,100.0
UCoSrY_IQQVpmIRZ9Xf-y93g,2022-06,1251479,647794,86582,10664,87.68335219791643
UCoUFv7APM1XOo4TUaWbRekw,2022-06,5553,759,573,27,95.28795811518324
UCoWH3sDpeXG1aXmOxveX4KA,2022-06,8386,2348,924,48,94.8051948051948
UCobENw9ZqZb1dpu6pT_8-9g,2022-06,5243,0,239,0,100.0
UCobEOOm5RDIupAg5bpZ31Dg,2022-06,593,188,39,10,74.35897435897436
UCom8rCUQZP98SIXJzMwjrxw,2022-06,16622,5311,798,52,93.48370927318295
UCompe4fS2oUss8CGTuhOSxA,2022-06,4269,355,939,12,98.7220447284345
UCos71NPh5m9XYUqFhLCLAgw,2022-06,26996,1649,1855,18,99.02964959568733
UCoupL81t75_Z4XRKzOSHLbg,2022-06,965,638,106,40,62.264150943396224
UCoztvTULBYd3WmStqYeoHcA,2022-06,152406,74173,8753,813,90.71175596938193
UCp-5t9SrOQwXMU7iIjQfARg,2022-06,435660,285210,23982,4545,81.04828621466099
UCp-8cPCziyRz2OXJWBOjsCQ,2022-06,13515,4263,559,42,92.4865831842576
UCp-UfRz1EEPlX6xwfPKd2lQ,2022-06,1530,1205,35,19,45.714285714285715
UCp6993wxpyDPHUpavwDFqgg,2022-06,299952,233773,10741,2500,76.72469974862676
UCp77Qho-YHhnklRr-DkjiOw,2022-06,209,0,39,0,100.0
UCpDXyTzTvpVuW4LTwJ4ar9g,2022-06,4231,0,296,0,100.0
UCpHIwGHq_3OfX42cyfyJp-A,2022-06,31596,22965,1067,140,86.87910028116214
UCpJtk0myFr5WnyfsmnInP-w,2022-06,63496,34305,3468,363,89.53287197231833
UCpLvJ42sm-edPGF8pKJonOQ,2022-06,13815,10430,192,38,80.20833333333334
UCpNH2Zk2gw3JBjWAKSyZcQQ,2022-06,19908,10172,1587,202,87.2715816005041
UCpNkVsMlsJRF792H-1_1vPA,2022-06,31048,23114,850,133,84.35294117647058
UCpNu3ngL8XHyQ0-T5I8dB2g,2022-06,80761,62842,1095,257,76.5296803652968
UCpPuEfqwYbpn7e2jWdQeWew,2022-06,4053,2275,243,43,82.3045267489712
UCpQBfGlXMoyu9eIgQDSHs2A,2022-06,2975,2466,109,53,51.37614678899083
UCpRXCTyNNa-MnjhK6gisnRw,2022-06,9616,4708,580,92,84.13793103448276
UCpWF1pMyJtMvlynspGnThdw,2022-06,651,306,167,30,82.03592814371258
UCpeRj9-GaLGNUoKdI5I7vZA,2022-06,53395,40903,963,347,63.966770508826585
UCpnvhOIJ6BN-vPkYU9ls-Eg,2022-06,99794,76414,1505,318,78.87043189368771
UCq5LQH-bD0Q3ZRhlclBAmqg,2022-06,32760,1697,3543,35,99.01213660739486
UCq6EBsKaFIUpac6fPkGu2PQ,2022-06,21679,14244,396,72,81.81818181818183
UCq8ewJ7MMd-sWixhlJ1tWuw,2022-06,2137,0,113,0,100.0
UCqGtqSn0NiOCottKpYwBc4w,2022-06,2632,348,500,40,92.0
UCqJkD0kgSoO4PchExX2ks3Q,2022-06,12952,0,318,0,100.0
UCqTGCMjeKOclEEfW8Vs7sXQ,2022-06,251707,130951,8357,1236,85.21000358980496
UCqXvL55GYHtRZhBS03LVGnQ,2022-06,12902,8579,436,93,78.6697247706422
UCqd9gfQFKjbrkfyr0-enzNw,2022-06,26342,16129,670,135,79.8507462686567
UCqhhWjpw23dWhJ5rRwCCrMA,2022-06,19362,9424,1802,201,88.8457269700333
UCqjTqdVlvIipZXIKeCkHKUA,2022-06,199230,129525,5437,1167,78.5359573294096
UCqm3BQLlJfvkTsX_hvm0UmA,2022-06,1382836,1218632,32801,12074,63.19014664187067
UCr9p1ZjLKgfaoqNorY7PiWQ,2022-06,37693,29541,2254,970,56.96539485359361
UCrFM9PePa4a7654qY9psGjA,2022-06,3285,2904,273,152,44.32234432234432
UCrJWs9LeZ0LcnHfRxi8OKPQ,2022-06,11801,2160,518,35,93.24324324324324
UCrKS2bOUZDXA_R3qhCux7ow,2022-06,69828,12908,7033,277,96.06142471207167
UCrR7JxkbeLY82e8gsj_I0pQ,2022-06,13390,4473,942,55,94.16135881104034
UCrWkFUu3DK5XpYBUPDC5uLA,2022-06,158509,65577,8649,854,90.12602613018846
UCrhhJPNsOqzNIkUfTABoSpg,2022-06,26872,19264,1386,266,80.8080808080808
UCrwJvtphcyux30pAgoX68jA,2022-06,169,19,45,4,91.11111111111111
UCryOPk2GZ1meIDt53tL30Tw,2022-06,304254,64929,27185,762,97.19698363067867
UCs-lYkwb-NYKE9_ssTRDK3Q,2022-06,14509,10908,695,160,76.97841726618705
UCs4zWdCrlnXmpVkjOgAHs0w,2022-06,658,74,98,9,90.81632653061224
UCs6EwgxKLY9GG4QNUrP5hoQ,2022-06,7207,0,1358,0,100.0
UCs86f6tbWatcKVt7emv9hfQ,2022-06,48461,24245,1900,295,84.47368421052632
UCs9_O1tRPMQTHQ-N_L6FU2g,2022-06,923707,532846,35737,5213,85.41287740996725
UCsA8nM8e5--IdeRaxZwTWHg,2022-06,1184,888,147,73,50.34013605442177
UCsCAwLNMv0ZdmO-QXQeK_Ig,2022-06,3295,2347,170,57,66.47058823529412
UCsFn_ueskBkMCEyzCEqAOvg,2022-06,198887,71550,11026,938,91.49283511699619
UCsHILl-8i1H9316RPeTEcfQ,2022-06,16821,0,167,0,100.0
UCsUj0dszADCGbF3gNrQEuSQ,2022-06,146620,53297,12193,1280,89.50217337816781
UCsVUXbx_h0YEvfH41Zwa_5w,2022-06,1158,1055,30,9,70.0
UCsb9OUiLm48wYd7JftL54jw,2022-06,3073,0,334,0,100.0
UCsg-YqdqQ-KFF0LNk23BY4A,2022-06,172682,85043,6598,508,92.30069718096394
UCsiKFVHkQSMlSe0vaCG0anw,2022-06,22340,16116,960,309,67.8125
UCspv01oxUFf_MTSipURRhkA,2022-06,886122,651789,27186,6055,77.72750680497315
UCstBOFri42BL70MswRQG3uw,2022-06,2585,1834,88,22,75.0
UCsvSrfDReAqYM32_VW8t09w,2022-06,22519,10237,546,115,78.93772893772893
UCswRX8mNNdn1fjRctZqzjgA,2022-06,63369,54744,3235,1569,51.49922720247295
UCswvd6_YWmd6riRk-8oT-sA,2022-06,28262,16882,1568,352,77.55102040816327
UCt0clH12Xk1-Ej5PXKGfdPA,2022-06,29612,23263,1104,254,76.9927536231884
UCt30jJgChL8qeT9VPadidSw,2022-06,58758,27637,6737,1407,79.11533323437732
UCt4YLAed3VpZnh9mJgkLyCw,2022-06,91,0,29,0,100.0
UCt5-0i4AVHXaWJrL8Wql3mw,2022-06,233888,39048,18810,830,95.58745348219033
UCt7_srJeiw55kTcK7M9ID6g,2022-06,63320,39601,3389,492,85.48244319858365
UCt8JrunDR7gUhYesn0jHtLg,2022-06,2032,0,89,0,100.0
UCt8tmsv8kL9Nc1sxvCo9j4Q,2022-06,2716,939,254,47,81.49606299212599
UCtAvQ5U0aXyKwm2i4GqFgJg,2022-06,9940,0,859,0,100.0
UCtCnnCUn9IDDQRU9_04JD3g,2022-06,6168,158,964,11,98.85892116182573
UCtHFXfrn52juTqGBN4WbMVw,2022-06,29504,0,5993,0,100.0
