channelId,period,superChats,uniqueSuperChatters,totalSC,averageSC
UCEjysNG2a2UgCBIpJxBqn3w,2022-05,9,6,9987,1109
UCobEOOm5RDIupAg5bpZ31Dg,2022-05,14,11,9202,657
UC0QzO6nK1cEDZvJSt2769Zw,2022-05,4,2,3610,902
UCxEyuO_ilEJ9P5BIbhASIew,2022-05,1,1,400,400
UCWL_9MaaMy8ObTDPmVHemjA,2022-05,2,2,1286,643
UCQbn3hkCmc7d-X3pWiHKxpQ,2022-05,11,10,10435,948
UCmYO-WfY7Tasry4D1YB4LJw,2022-05,140,64,95071,679
UCoSrY_IQQVpmIRZ9Xf-y93g,2022-05,1500,616,2133909,1422
UCfol9ZU2HpEajyBDj-EbiOQ,2022-05,46,28,20276,440
UCmbs8T6MWqUHP1tIQvSgKrg,2022-05,1550,537,2174849,1403
UCLQIMDHNE0ZGAiHIdMbq7dw,2022-05,5,4,4110,822
UCqGtqSn0NiOCottKpYwBc4w,2022-05,12,9,10380,865
UCCWf-ulPCiuMr5MtULCyKbw,2022-05,191,71,233327,1221
UC59t349CdSDtqNS0hNzwBjQ,2022-05,2,2,782,391
UCLjx3lqIkYkPCBJop8czJ2A,2022-05,10,10,29631,2963
UCDh2bWI5EDu7PavqwICkVpA,2022-05,82,29,91740,1118
UCSgheR9xOIcQjlkeXqIofLQ,2022-05,302,170,411769,1363
UCiSm-bQq8dgIX6ZATVqEppg,2022-05,4,3,2597,649
UC8aUF9ipzQb2jTHlFoFZ1Vg,2022-05,90,46,112863,1254
UClS6k3w1sPwlVFqK3-yID5A,2022-05,35,31,91436,2612
UC2Rr7mILebYLTjd38DNNUTw,2022-05,51,41,60436,1185
UCM2SwvNjA0uH8oc5D0ihSDA,2022-05,246,193,769984,3130
UCJjjeqEYMSzdsKt6vJ78WVw,2022-05,24,15,15122,630
UCcd4MSYH7bPIBEUqmBgSZQw,2022-05,124,59,63145,509
UCp-UfRz1EEPlX6xwfPKd2lQ,2022-05,10,7,12300,1230
UCrwJvtphcyux30pAgoX68jA,2022-05,1,1,200,200
UC7yqc24BjJwi3PoqhXrx6og,2022-05,160,65,66922,418
UCNW1Ex0r6HsWRD4LCtPwvoQ,2022-05,186,170,709412,3814
UCE5rWcDxLPaaUFWOxzJFfNg,2022-05,1,1,143,143
UCtjQoCilYbnxUXquXcVU3uA,2022-05,33,21,48332,1464
UCBLqkkSpOi6a95Lf4BsTh7Q,2022-05,324,195,270550,835
UCVGcTlGxcf67I6YUrdwDXeQ,2022-05,6,4,4711,785
UCA3WE2WRSpoIvtnoVGq4VAw,2022-05,19,11,9990,525
UC6GKE9PDS2XvxRQO9nDikAQ,2022-05,29,19,33764,1164
UCiSRx1a2k-0tOg-fs6gAolQ,2022-05,7,7,16944,2420
UC7wZb5INldbGweowOhBIs8Q,2022-05,63,28,61419,974
UCWz0CSYCxf4MhRKPDm220AQ,2022-05,245,150,559608,2284
UCijNnZ-6m8g85UGaRAWuw7g,2022-05,1,1,1108,1108
UCAHXqn4nAd2j3LRu1Qyi_JA,2022-05,56,26,68511,1223
UCTEZGNJDqv-isWSPRsEhnRA,2022-05,106,54,120357,1135
UCdNBhcAohYjXlUVYsz8X2KQ,2022-05,64,33,29108,454
UCn14Z641OthNps7vppBvZFA,2022-05,11,7,18077,1643
UCxWAL-c1psONO_DfG-cq2iA,2022-05,259,160,374764,1446
UC3iwL9Yz8LcKkJsnLPevOTQ,2022-05,6,5,14600,2433
UCPvGypSgfDkVe7JG2KygK7A,2022-05,123,67,126704,1030
UCsVUXbx_h0YEvfH41Zwa_5w,2022-05,1,1,250,250
UCPeF0V8dzSUYHwgLjvC86PQ,2022-05,4,4,4990,1247
UCHTnX0CSX_KObo5I9WuZ64g,2022-05,225,63,195436,868
UCOmjciHZ8Au3iKMElKXCF_g,2022-05,12,11,10877,906
UCgwJ4ReZqFOw_Y6eTEIunDQ,2022-05,164,146,326213,1989
UCsCAwLNMv0ZdmO-QXQeK_Ig,2022-05,3,3,1790,596
UC48jH1ul-6HOrcSSfoR02fQ,2022-05,91,49,101727,1117
UC7A7bGRVdIwo93nqnA3x-OQ,2022-05,268,58,249481,930
UCj6ZvZqDJsrwBal-5R_q1ZQ,2022-05,11,7,12428,1129
UCyCbd63S29BuFOkJC2-aR4g,2022-05,12,9,8019,668
UCTIE7LM5X15NVugV7Krp9Hw,2022-05,232,127,238898,1029
UCbXXdwEVbVbXhosYKn0am6A,2022-05,20,12,13591,679
UCoS1_Fn4xDeyCYjIgQJOHGg,2022-05,75,31,38755,516
UCMxxFFeuhFQ30quuePTym0A,2022-05,1,1,285,285
UC5WJgKelM1YO3AsXtR-t4SQ,2022-05,3,2,2566,855
UChbnRHntm3eSvUazYBjy6_Q,2022-05,1,1,200,200
UCZ5dNZsqBjBzbBl0l_IdmXg,2022-05,11,8,10201,927
UCDdmoA79bfI8DHDnE_Yy2dg,2022-05,38,22,16946,445
UCElr8slMrY-Cr764_QIJHPA,2022-05,294,50,268994,914
UC3VN9h8fokwB2XURWHNcdWw,2022-05,20,15,28580,1429
UCZYl1o6ftRLKZP6U4KjQl3g,2022-05,2,2,450,225
UCMzVa7B8UEdrvUGsPmSgyjA,2022-05,7,5,5355,765
UCDAXIYJCca4Ac_idzdXPqug,2022-05,3,3,3940,1313
UCom8rCUQZP98SIXJzMwjrxw,2022-05,25,13,32098,1283
UCoWH3sDpeXG1aXmOxveX4KA,2022-05,60,42,56938,948
UCeb76eafe-6kE0D4u7lOWbg,2022-05,7,5,2350,335
UCD2W-dcuukl4oChTKATdSiw,2022-05,3,2,820,273
UCf5X1k-R3Vk-2OYYKraJ7dQ,2022-05,23,11,13720,596
UCBJUELeXIYqKHiucDYM03xg,2022-05,12,6,6250,520
UC47rNmkDcNgbOcM-2BwzJTQ,2022-05,1381,533,704433,510
UC3czs41x7HD5-nk_cZ-Eo3g,2022-05,2,2,1305,652
UCR4HhH-VSMQjySd0qoVh91g,2022-05,6,4,2443,407
UC9OgjjQe70k5NwLoyHaJ2Xg,2022-05,146,58,147251,1008
UCswvd6_YWmd6riRk-8oT-sA,2022-05,139,42,110007,791
UCvPPBoTOor5gm8zSlE2tg4w,2022-05,118,50,146096,1238
UCvPlw6DtODOTwt76eaJg4Dw,2022-05,40,19,18977,474
UCB7sSUNwh_dXE7ZL3DsGDpw,2022-05,9,8,11168,1240
UCQ1U65-CQdIoZ2_NA4Z4F7A,2022-05,50,43,72363,1447
UC8yXRB_jKDeapwQak2i30EA,2022-05,16,13,24861,1553
UC37QJeT8wHMoZlMasJ7CEbw,2022-05,4,4,4220,1055
UC3Yu6xnvxBE4n6oZl-nvUrQ,2022-05,37,11,18211,492
UCx_zwZuGIS4jxO07kFk8G6Q,2022-05,13,8,4836,372
UCZ8HRnRgOhsjsnEPU37m4Cg,2022-05,18,8,21470,1192
UCyIcOCH-VWaRKH9IkR8hz7Q,2022-05,29,25,19432,670
UCkJYa9mVS25eHOO9bM7YK3Q,2022-05,15,13,25080,1672
UCZsMm2mdQgg3AG8lP8s5KOA,2022-05,2,2,1152,576
UCmxAWbOvT8osBX_tGMVFVPA,2022-05,347,180,683574,1969
UCp77Qho-YHhnklRr-DkjiOw,2022-05,45,24,83564,1856
UC7HixHznciTQf1DhlbBIZmA,2022-05,40,16,28778,719
UCVFpIqGoTmFaoMmyFPRYrKA,2022-05,101,51,42213,417
UCwi4P78SVunSYAGrvC9aKcw,2022-05,2,2,7100,3550
UCRXBTd80F5IIWWY4HatJ5Ug,2022-05,1,1,714,714
UCIwHOJn_3QjBTwQ_gNj7WRA,2022-05,2,2,700,350
UCxn-IeA9DCFxUthBk6rYdQQ,2022-05,8,5,4886,610
UC3K7pmiHsNSx1y0tdx2bbCw,2022-05,538,137,319788,594
UCSCmu_VjL4RR7rBjrvSAwSg,2022-05,29,23,132836,4580
UCG_CzdeNlcDnBCK8AbgiuVw,2022-05,88,84,295958,3363
UCdVOby6CAPrKCiJBoxUYQ5g,2022-05,3,2,10869,3623
UC90vyzmRgWCE17-uWNsKW2Q,2022-05,7,6,6344,906
UCFVkfdFmaOh7BCtrqw8YvaA,2022-05,11,9,7957,723
UCL4UZHX-26xAtVT4Jys5A1Q,2022-05,135,50,251414,1862
UCg9_f0eR1KuqAb86Lj7xNew,2022-05,2,2,1250,625
UC8C1LLhBhf_E2IBPLSDJXlQ,2022-05,662,475,1957691,2957
UCos71NPh5m9XYUqFhLCLAgw,2022-05,1,1,222,222
UCgvvc17ledruv4HHFfyoU1A,2022-05,328,102,210152,640
UCoUFv7APM1XOo4TUaWbRekw,2022-05,2,2,325,162
UC8Snw5i4eOJXEQqURAK17hQ,2022-05,1,1,298,298
UCah4_WVjmr8XA7i5aigwV-Q,2022-05,82,56,117434,1432
UCPH7d3YxfeH56FG-UyPAB1g,2022-05,5,4,2000,400
UCOrjRyXJpMzfQFLWuWzGwlg,2022-05,5,4,3499,699
UCnDZwUFMzqOBcF3bjRfZD-g,2022-05,6,6,4916,819
UCPcsJUA8PhOy3c4y1Q1eu3g,2022-05,96,49,230001,2395
UCtAvQ5U0aXyKwm2i4GqFgJg,2022-05,93,77,116685,1254
UCXTpFs_3PqI41qX2d9tL2Rw,2022-05,646,525,1025533,1587
UCil-nSDmDTgV9n4jjb95znw,2022-05,1,1,200,200
UCs4zWdCrlnXmpVkjOgAHs0w,2022-05,1,1,500,500
UC_4UpVnvdG53p3b9VKqTFPQ,2022-05,12,9,10650,887
UC1opHUrw8rvnsadT-iGp7Cg,2022-05,620,427,953017,1537
UCD8i-h5iqOaysEkDnF1CQ_A,2022-05,1,1,2215,2215
UCk0dNVAdlgn4ynURwAq_z2A,2022-05,2,2,8000,4000
UC2kyQhzGOB-JPgcQX9OMgEw,2022-05,130,90,318081,2446
UCBJFtEEDnCpz8koPH-nLWUA,2022-05,1,1,1963,1963
UC9QnAjC7mT4ggHuedr1_kqQ,2022-05,5,3,1050,210
UCxI2sKOL2JPX0SQwwKZFafQ,2022-05,1,1,200,200
UCUIAL_OAPtNmlAlKfj-ZuRQ,2022-05,22,16,8004,363
UCmalrXbCEmevDLz7hny5J2A,2022-05,360,148,258431,717
UCnRQYHTnRLSF0cLJwMnedCg,2022-05,51,49,161792,3172
UCrKS2bOUZDXA_R3qhCux7ow,2022-05,2,2,530,265
UCNwo7eikmX5HPs7NedWVBgw,2022-05,5,5,6000,1200
UCJCzy0Fyrm0UhIrGQ7tHpjg,2022-05,59,33,185122,3137
UCVqeEUJOJgH2uam5q_78W4g,2022-05,20,9,10525,526
UCdUpvKm_lTc9w9fy7HdrR9g,2022-05,8,7,7500,937
UCRRKdB87Oj-FkqS4L9QQRiQ,2022-05,291,215,325406,1118
UCHjeZylSgXDSnor8wUnwU_g,2022-05,1,1,451,451
UCrR7JxkbeLY82e8gsj_I0pQ,2022-05,3,2,1610,536
UCAeWi9Yt5O85W_nqllbhZbA,2022-05,10,9,9820,982
UCMzxQ58QL4NNbWghGymtHvw,2022-05,50,31,55858,1117
UCfuz6xYbYFGsWWBi3SpJI1w,2022-05,91,37,84965,933
UCDgH-CfHO85D0rxtXnXeN2w,2022-05,20,20,46070,2303
UC2OacIzd2UxGHRGhdHl1Rhw,2022-05,54,45,71128,1317
UCnBDyZSm1S2UFwgzCyIbCQg,2022-05,5,4,5098,1019
UC3uoOH4N2F4T9FyAGDwM6Ow,2022-05,160,98,226917,1418
UCoJ0Ct-jdas4cLPpSp06gZg,2022-05,16,11,34866,2179
UC22BVlBsZc6ta3Dqz75NU6Q,2022-05,1,1,200,200
UCQgi2mK2f9l0Dky2-YhVTYQ,2022-05,41,28,117146,2857
UCwuS0uY-Z2Gr_5OV2oFybFA,2022-05,2,2,798,399
UC1V0A85U1AGi-zQCC8oE55A,2022-05,10,8,5719,571
UCcpgDsHDYHO1UyfpwjyNx1g,2022-05,2,2,895,447
UC8L07dTOhR4-uOXTbIDWEnQ,2022-05,10,9,7900,790
UC4zOnqo9ZasN1vIHscCvzMg,2022-05,2,2,2824,1412
UCycPDRVWCQakmKRKh6Z3Dqw,2022-05,19,9,18326,964
UCmsVyDQB_lJTRIGMlnziK-w,2022-05,122,49,59665,489
UCzHjYL0ZSVs4tP-JutQLFrA,2022-05,19,16,10070,530
UC8mnrvXyUWJZ4bB5XBLZpjw,2022-05,66,32,35379,536
UCHPfTzszxxBC2whb9vWaHPg,2022-05,2,2,3500,1750
UCMmy_EmxnYQ8aar8fNZrumw,2022-05,42,32,69319,1650
UCebT4Aq-3XWb5je1S1FvR_A,2022-05,19,18,12560,661
UCbi3MM5-QP4MY1YkWfv4UJA,2022-05,4,4,1126,281
UCMkILyjhk3YhIa-W1lxInNA,2022-05,19,12,43769,2303
UCzZVy9bmPS-2nyxtDv8Wx2Q,2022-05,27,18,17326,641
UCzkIhb88NMB68HJdZROcItA,2022-05,9,6,3465,385
UC7fk0CB07ly8oSl0aqKkqFg,2022-05,462,387,1267132,2742
UCfBkUgaJ6eqYA9_TX2cmq9A,2022-05,8,7,15285,1910
UCth5j6WaPTf9osdNrdz92PA,2022-05,1,1,250,250
UCmhtmUBjkXOAetnaDq-XJ1g,2022-05,44,44,144259,3278
UC_GCs6GARLxEHxy1w40d6VQ,2022-05,16,15,11007,687
UCARI2g7r-PHaxrIcAYsMfmA,2022-05,12,12,20838,1736
UCXSbl3XQYtx1u4Gvvca7NUA,2022-05,4,2,2612,653
UC-WHzySBtEqRNxWWYv5bSZQ,2022-05,57,37,78417,1375
UC5BzXtjnKt1fjEDjEJwx5JA,2022-05,5,5,5420,1084
UCaksHmr89krw-g9EaktdjBw,2022-05,12,8,27410,2284
UCVdt9lYJVyI2G-TnusGHM9g,2022-05,142,137,340914,2400
UC8CKGSvp9bRfmtWyfV5L9Jw,2022-05,1,1,2216,2216
UCng1cLWRDtsCy-CeGzfa1jw,2022-05,21,11,11079,527
UC4WvIIAo89_AzGUh1AZ6Dkg,2022-06,739,256,563032,761
UChJ5FTsHOu72_5OVx0rvsvQ,2022-06,1065,531,1690217,1587
UCoSrY_IQQVpmIRZ9Xf-y93g,2022-06,3028,1638,5289324,1746
UCiqtXLBjDT6TRLhetkqO4nA,2022-06,372,73,210712,566
UCyl1z3jo3XHR1riLFKG5UAg,2022-06,892,424,1106971,1240
UCs9_O1tRPMQTHQ-N_L6FU2g,2022-06,4468,1555,7286187,1630
UC9XcNoPlGUe9urp1MGDM2wQ,2022-06,251,56,97510,388
UChrTMfNcD1eN2ENGWBD7lUQ,2022-06,354,231,487520,1377
UCtHY-tP0dyykhTRMmnfPs_g,2022-06,1006,343,1033994,1027
UCkpqb53xiOvOgNYEbNpFSyw,2022-06,175,67,155648,889
UCqm3BQLlJfvkTsX_hvm0UmA,2022-06,4286,1790,6217433,1450
UCc88OV45ICgHbn3ZqLLb52w,2022-06,285,127,322047,1129
UCnqDxEcVsvt7WpDy0px1HgA,2022-06,32,21,19100,596
UC9zLKU6WiRdcKtAh-6o_zmA,2022-06,350,115,489455,1398
UC4SUl-nTftCcl3t7NKPd0_Q,2022-06,75,38,59963,799
UCNV41fU_c4IvhrwHhGKSWLA,2022-06,96,39,111624,1162
UCvUc0m317LWTTPZoBQV479A,2022-06,269,98,169901,631
UCg7sW-h1PUowdiR5K4HlBew,2022-06,210,53,527803,2513
UCgRqGV1gBf2Esxh0Tz1vxzw,2022-06,369,79,287456,779
UCFEd5V7VcxBPPcuMGpmvkQA,2022-06,220,48,164555,747
UCUUjykb68Lf85CbWX6gAmog,2022-06,92,28,32516,353
UCKJexadCeNo3lu0U20skmNg,2022-06,96,38,69025,719
UCNUS0XshN1Tf7iLdd0MpPAg,2022-06,19,8,15461,813
UC_soGpcb7SORsk5yzHLMdTQ,2022-06,1458,356,646521,443
UCZgOv3YDEs-ZnZWDYVwJdmA,2022-06,274,186,601035,2193
UCmEehAwjzjAk1cwPP9DOaHw,2022-06,271,58,282811,1043
UCQz5mRHdiwt7NrS9tc4D1Dg,2022-06,307,141,436800,1422
UCYKP16oMX9KKPbrNgo_Kgag,2022-06,562,200,500351,890
UCYz_5n-uDuChHtLo7My1HnQ,2022-06,793,294,707201,891
UCBQd84IW8OvM8H5jftHdvmw,2022-06,170,66,140146,824
UCLAl_kA_uPje7sH1TgJUnlw,2022-06,471,50,90650,192
UCPZgBtMYoFKypEG2SCvBN9A,2022-06,847,186,1084177,1280
UCvaTdHTWBGv3MKj3KVqJVCw,2022-06,2448,585,1942726,793
UCgYCMluaLpERsyNXlPOvBtA,2022-06,428,196,839173,1960
UC47rNmkDcNgbOcM-2BwzJTQ,2022-06,1177,465,844073,717
UCoAw3SML_09dF-7yhQU8wFQ,2022-06,84,34,47743,568
UCOyYb1c43VlX9rc_lT6NKQw,2022-06,276,131,183286,664
UCb6ObE-XGCctO3WrjRZC-cw,2022-06,282,130,210475,746
UCrhhJPNsOqzNIkUfTABoSpg,2022-06,107,54,210308,1965
UCFTLzh12_nrtzqBPsTCqenA,2022-06,889,612,1794649,2018
UCIeSUTOTkF9Hs7q3SGcO-Ow,2022-06,1458,473,1062042,728
UCEV4U7LqkWq0lKikgCFoWKQ,2022-06,138,43,36915,267
UCN84kddLj2J6OTgKl6Kkt7Q,2022-06,73,48,60257,825
UCvPPBoTOor5gm8zSlE2tg4w,2022-06,71,22,67396,949
UCDrG8pzkq_cCCLcN5wgrzNw,2022-06,351,62,283184,806
UChLfthKoUV502J7gU9STArg,2022-06,246,203,276929,1125
UCDh2bWI5EDu7PavqwICkVpA,2022-06,85,29,134957,1587
UCIu-aUArYq_H84dBpCAokMA,2022-06,226,144,319643,1414
UCmbs8T6MWqUHP1tIQvSgKrg,2022-06,2074,674,2572413,1240
UCG0rzBZV_QMP4MtWg6IjhEA,2022-06,1226,653,2179256,1777
UCf57-IJn5mUJDyqd9uNEmrg,2022-06,157,42,99423,633
UCBJ6nejlzes6mm9UruaxQsA,2022-06,307,103,305720,995
UCMxIxoMdtcLkZ1wTq7qjztg,2022-06,2538,332,2175963,857
UCAQDFeCTVdx90GtwohwjHzQ,2022-06,331,115,290786,878
UC2JWNoJJ8MRZkgINm2IhH7Q,2022-06,248,44,88755,357
UC8yXRB_jKDeapwQak2i30EA,2022-06,12,11,7027,585
UC0ZTVxCHkZanT5dnP2FZD4Q,2022-06,109,36,44922,412
UCLnKUWEIEVESNY-537GRU3g,2022-06,351,53,336584,958
UCtk3KnxYCoGiyrLVdIOgG1Q,2022-06,268,128,177295,661
UC6HjtF2rHZO8gAsX5FXF-Kg,2022-06,164,89,156569,954
UCPYOimOwBfRzqZDXSZgbZ2g,2022-06,327,95,354915,1085
UCpQBfGlXMoyu9eIgQDSHs2A,2022-06,17,11,13511,794
UCUc8GZfFxtmk7ZwSO7ccQ0g,2022-06,634,393,513617,810
UCdrQWcX7XLDSUEh9SAxnyBg,2022-06,20,16,8539,426
UCZ5dNZsqBjBzbBl0l_IdmXg,2022-06,23,18,19848,862
UClS6k3w1sPwlVFqK3-yID5A,2022-06,53,50,106938,2017
UCIcAj6WkJ8vZ7DeJVgmeqKw,2022-06,911,546,1737536,1907
UCycPDRVWCQakmKRKh6Z3Dqw,2022-06,41,20,27923,681
UCgmPnx-EEeOrZSg5Tiw7ZRQ,2022-06,772,405,1521793,1971
UCrWkFUu3DK5XpYBUPDC5uLA,2022-06,226,165,270588,1197
UCgIfLpQvelloDi8I0Ycbwpg,2022-06,10081,5362,12960702,1285
UC6eWCld0KwmyHFbAqK3V-Rw,2022-06,7275,1964,11357602,1561
UCZLZ8Jjx_RN2CXloOmgTHVg,2022-06,1229,458,1117263,909
UC3EhsuKdEkI99TWZwZgWutg,2022-06,101,55,91288,903
UCnvVG9RbOW3J6Ifqo-zKLiw,2022-06,271,152,269949,996
UCfeznQrLe9URem6xJmWQVlw,2022-06,261,57,112383,430
UCNj88lUpk9fyzQydjbsuzRw,2022-06,269,64,342548,1273
UCKeAhJvy8zgXWbh9duVjIaQ,2022-06,550,211,484835,881
UCk--7D107cvb6PKqAiAK5uQ,2022-06,122,56,231699,1899
UCJSBNjYCB1pu_t0FajsY17g,2022-06,400,112,552698,1381
UCVGcTlGxcf67I6YUrdwDXeQ,2022-06,10,5,5129,512
UCO-FZDAG0mOvgu6jmGg1tiA,2022-06,174,47,146470,841
UCXhTIte6TjoItbiUVUnMIlA,2022-06,2,2,688,344
UCXXnWssOLdB2jg-4CznteAA,2022-06,1289,308,1258267,976
UCZlDXzGoo7d44bwdNObFacg,2022-06,3002,570,2898191,965
UCbi3MM5-QP4MY1YkWfv4UJA,2022-06,33,17,14012,424
UCQ0UDLQCjY0rmuxCDE38FGg,2022-06,1154,407,1005427,871
UC--A2dwZW7-M2kID0N6_lfA,2022-06,32,25,23860,745
UCdNBhcAohYjXlUVYsz8X2KQ,2022-06,90,37,27652,307
UCuuAb_72QzK0M1USPMEl1yw,2022-06,1253,548,2399557,1915
UCvAzg8RgyA6Pzc8hzEjT-Pw,2022-06,1120,95,1506621,1345
UC2hWFlqMew61Jy6A8zu5HzQ,2022-06,76,19,39977,526
UCjlO0QCarccGehZqm6rhnSQ,2022-06,1,1,10000,10000
UC5LyYg6cCA4yHEYvtUsir3g,2022-06,370,168,309288,835
UCzUNASdzI4PV5SlqtYwAkKQ,2022-06,473,351,542486,1146
UC8jskpQfW9fn2NLK3PdaGdg,2022-06,302,71,306747,1015
UCBAeKqEIugv69Q2GIgcH7oA,2022-06,1890,147,2789965,1476
UCIaC5td9nGG6JeKllWLwFLA,2022-06,60,15,37126,618
UCZfQRuwSLty74QAj55BaKlA,2022-06,53,19,95099,1794
UCeGendL8CO5RkffB6IFwHow,2022-06,156,98,317077,2032
UCxrmkJf_X1Yhte_a4devFzA,2022-06,1065,134,1323580,1242
UCANDOlYTJT7N5jlRC3zfzVA,2022-06,593,345,421275,710
UCkieJGn3pgJikVW8gmMXE2w,2022-06,627,342,787806,1256
UCRHLyB45qqoK_FUcELJV40w,2022-06,34,21,57381,1687
UC9ruVYPv7yJmV0Rh0NKA-Lw,2022-06,6485,1430,6248011,963
UCTi_rzf5QIkXjhJjkbcAdTg,2022-06,11,8,13800,1254
UCuycJ_IsA5ESbTYhe05ozqQ,2022-06,1109,186,631088,569
UCkIimWZ9gBJRamKF0rmPU8w,2022-06,954,378,1258387,1319
UC-hM6YJuNYVAmUWxeIr9FeA,2022-06,1775,695,1610316,907
UCymJsbvAMc3j-bcsoxI7NZQ,2022-06,140,25,126056,900
UC8L07dTOhR4-uOXTbIDWEnQ,2022-06,85,52,53660,631
UCK9V2B22uJYu3N7eR_BT9QA,2022-06,2042,400,879928,430
UCVQROe7sDdROh4x0BpYHP1w,2022-06,357,108,387551,1085
UCYQgNMUfReVWZspzSSexMGQ,2022-06,117,55,145525,1243
UC9waZzsHhV-IsUuN7PReyfQ,2022-06,16,8,16370,1023
UCjlmCrq4TP1I4xguOtJ-31w,2022-06,1024,545,1273723,1243
UCxLgvntienV0kwNLxrbcmyQ,2022-06,952,98,554448,582
UCGNI4MENvnsymYjKiZwv9eg,2022-06,59,39,57959,982
UCkT1u65YS49ca_LsFwcTakw,2022-06,1451,247,1548584,1067
UC-SSusywniohnRHif72eYdw,2022-06,281,77,168257,598
UC1JuhRTsFgZvi2ie2dTUxbg,2022-06,622,92,1008470,1621
UC8mnrvXyUWJZ4bB5XBLZpjw,2022-06,280,82,232274,829
UCENwRMx5Yh42zWpzURebzTw,2022-06,2122,1409,4848754,2284
UCNW1Ex0r6HsWRD4LCtPwvoQ,2022-06,289,216,398521,1378
UC5Xse6X7vB_nUL5HvEFVo_g,2022-06,622,121,396955,638
UCq6EBsKaFIUpac6fPkGu2PQ,2022-06,64,33,63557,993
UC4yNIKGvy-YUrwYupVdLDXA,2022-06,4281,2095,8833202,2063
UCeqIMtLuGc3YgwkhEaG8oDg,2022-06,267,85,265452,994
UC4J0GZLM55qrFh2L-ZAb2LA,2022-06,408,107,243520,596
UCSc_KzY_9WYAx9LghggjVRA,2022-06,2597,798,2917549,1123
UCDgH-CfHO85D0rxtXnXeN2w,2022-06,35,27,26500,757
UCgvvc17ledruv4HHFfyoU1A,2022-06,395,90,225847,571
UCeShTCVgZyq2lsBW9QwIJcw,2022-06,800,477,1325224,1656
UCcqCHOzqi5c0j1tBd0h5j2Q,2022-06,34,27,75069,2207
UCPvGypSgfDkVe7JG2KygK7A,2022-06,174,132,310068,1782
UC1CfXB_kRs3C-zaeTG3oGyg,2022-06,612,326,1051537,1718
UCvzGlP9oQwU--Y0r9id_jnA,2022-06,2662,956,1819400,683
UCMkILyjhk3YhIa-W1lxInNA,2022-06,200,85,633944,3169
UCULLc5b5rzDNp9K-rtF8W5w,2022-06,581,121,197769,340
UCZ1xuCK1kNmn5RzPYIZop3w,2022-06,473,176,317091,670
UCdyqAaZDKHXg4Ahi7VENThQ,2022-06,2641,848,4797814,1816
UCqd9gfQFKjbrkfyr0-enzNw,2022-06,142,51,208778,1470
UCoWH3sDpeXG1aXmOxveX4KA,2022-06,13,10,11234,864
UCLO9QDxVL4bnvRRsz6K4bsQ,2022-06,779,315,1331470,1709
UC_hjHmi-ODGhHlSzD16p5Pw,2022-06,473,184,401048,847
UCMpw36mXEu3SLsqdrJxUKNA,2022-06,684,222,929927,1359
UCWIPfdcux1WxuX5yZLPJDww,2022-06,1602,234,1265203,789
UClV7gDF9sUzu4jJCK7rCYkQ,2022-06,343,55,210867,614
UC2rIXE0D3Vb8kS48DQrW-Jg,2022-06,153,62,137184,896
UCXYCBPWmFXbdTGD70eQe8zQ,2022-06,1250,311,1264497,1011
UC9mf_ZVpouoILRY9NUIaK-w,2022-06,125,71,224790,1798
UCIM92Ok_spNKLVB5TsgwseQ,2022-06,2960,1255,4642887,1568
UCiMG6VdScBabPhJ1ZtaVmbw,2022-06,307,120,814372,2652
UCWz0CSYCxf4MhRKPDm220AQ,2022-06,54,34,75538,1398
UCD1QOCJIAPsMKMvRSXjLahw,2022-06,229,67,192531,840
UC36tM-mb6ve_OA3jPynxp7g,2022-06,214,37,157243,734
UCI-b1GL4y_zoBoVozwmgrWQ,2022-06,809,144,192962,238
UC2hc-00y-MSR6eYA4eQ4tjQ,2022-06,127,96,241322,1900
UCxJ9SJLG7dA00M7VoEe4ltw,2022-06,365,98,369042,1011
UCfhzPS_rZHHJ3AEQyIVm_gA,2022-06,243,63,332739,1369
UCOfuarJ9_C5OAD0mGS7KCyg,2022-06,294,119,442854,1506
UCoztvTULBYd3WmStqYeoHcA,2022-06,198,81,480950,2429
UCZmUoMwjyuQ59sk5_7Tx07A,2022-06,98,47,79394,810
UCQYy35PowPpc6ImRH1TQgcw,2022-06,1539,291,1657475,1076
UCElr8slMrY-Cr764_QIJHPA,2022-06,430,63,667282,1551
UC8NZiqKx6fsDT3AVcMiVFyA,2022-06,199,160,282601,1420
UCV-9dgtVXHmqvzY9qdvoGYA,2022-06,49,29,83414,1702
UCspv01oxUFf_MTSipURRhkA,2022-06,433,301,1003837,2318
UCRqBKoKuX30ruKAq05pCeRQ,2022-06,61,39,25050,410
UCRf7OJA3azS4RsGd_G96FUw,2022-06,232,86,155505,670
UC8C1LLhBhf_E2IBPLSDJXlQ,2022-06,451,207,437914,970
UCZ2rFJTs3IPJzYfxtvbKp8Q,2022-06,33,9,12530,379
UCHsx4Hqa-1ORjQTh9TYDhww,2022-06,988,459,2214942,2241
UCbc8fwhdUNlqi-J99ISYu4A,2022-06,280,107,230482,823
UC6wvdADTJ88OfIbJYIpAaDA,2022-06,632,354,1253202,1982
UCZsMm2mdQgg3AG8lP8s5KOA,2022-06,16,15,31561,1972
UCsHILl-8i1H9316RPeTEcfQ,2022-06,82,16,45442,554
UCO2bnzPlCau6YzLoSt8EDdA,2022-06,109,35,45834,420
UCnZUaScptUZ7vBeV-4Vf4nw,2022-06,853,249,734022,860
